do_parent, attribute, mean, std
thickness, thickness, 0.04699999839067459, 0.010999999940395355
thickness, intensity, 3.819999933242798, 1.440000057220459
thickness, slant, 1.746000051498413, 0.29600000381469727
thickness, width, 2.2950000762939453, 0.15600000321865082
