do_parent, attribute, mean, std
intensity, thickness, 0.16300000250339508, 0.027000000700354576
intensity, intensity, 12.20300006866455, 3.6449999809265137
intensity, slant, 2.7320001125335693, 0.4390000104904175
intensity, width, 1.50600004196167, 0.1379999965429306
