do_parent, attribute, mean, std
width, thickness, 0.05700000002980232, 0.00800000037997961
width, intensity, 4.317999839782715, 1.3769999742507935
width, slant, 1.253999948501587, 0.26899999380111694
width, width, 5.65500020980835, 0.20100000500679016
