do_parent, attribute, mean, std
width, thickness, 0.0560000017285347, 0.008999999612569809
width, intensity, 4.048999786376953, 1.475000023841858
width, slant, 1.4149999618530273, 0.2770000100135803
width, width, 5.689000129699707, 0.3199999928474426
