do_parent, attribute, mean, std
thickness, thickness, 0.04899999871850014, 0.013000000268220901
thickness, intensity, 4.574999809265137, 1.656000018119812
thickness, slant, 1.8899999856948853, 0.5
thickness, width, 2.5859999656677246, 0.14000000059604645
