do_parent, attribute, mean, std
slant, thickness, 0.47099998593330383, 0.019999999552965164
slant, intensity, 4.696000099182129, 1.3300000429153442
slant, slant, 16.667999267578125, 0.4790000021457672
slant, width, 1.0770000219345093, 0.10100000351667404
